"asm_script","status","partial_reason","c_owner","evidence","matched_map_symbols","maps_referenced","warps","npcs","signs","items","trainers","hidden_events","surface_score","keyness"
"WardensHouse.asm","partial","map present in event_data dispatch only; no dedicated *_scripts.c owner found","event_data.c","event_map_symbol_exact","kNpcs_WardensHouse","1","2","2","2","1","0","0","8","medium"
"CeladonDiner.asm","partial","map present in event_data dispatch only; no dedicated *_scripts.c owner found","event_data.c","event_map_symbol_exact","kNpcs_CeladonDiner","1","2","5","0","0","0","0","7","low"
"CeladonMart4F.asm","partial","map present in event_data dispatch only; no dedicated *_scripts.c owner found","event_data.c","event_map_symbol_exact","kNpcs_CeladonMart4F","1","3","3","1","0","0","0","7","low"
"CeladonMartRoof.asm","partial","map present in event_data dispatch only; no dedicated *_scripts.c owner found","event_data.c","event_map_symbol_exact","kNpcs_CeladonMartRoof","1","1","2","4","0","0","0","7","low"
"CinnabarLabMetronomeRoom.asm","partial","map present in event_data dispatch only; no dedicated *_scripts.c owner found","event_data.c","event_map_symbol_exact","kNpcs_CinnabarLabMetronomeRoom","1","2","2","3","0","0","0","7","low"
"FightingDojo.asm","partial","map present in event_data dispatch only; no dedicated *_scripts.c owner found","event_data.c","event_map_symbol_exact","kNpcs_FightingDojo","1","2","5","0","0","0","0","7","low"
"GameCornerPrizeRoom.asm","partial","map present in event_data dispatch only; no dedicated *_scripts.c owner found","event_data.c","event_map_symbol_exact","kNpcs_GameCornerPrizeRoom","1","2","2","3","0","0","0","7","low"
"PokemonTower3F.asm","partial","map present in event_data dispatch only; no dedicated *_scripts.c owner found","event_data.c","event_map_symbol_exact","kNpcs_PokemonTower3F","1","2","3","0","1","0","0","7","low"
"CeruleanCaveB1F.asm","partial","map present in event_data dispatch only; no dedicated *_scripts.c owner found","event_data.c","event_map_symbol_exact","kNpcs_CeruleanCaveB1F","1","1","1","0","2","0","0","6","low"
"ChampionsRoom.asm","partial","map present in event_data dispatch only; no dedicated *_scripts.c owner found","event_data.c","event_map_symbol_exact","kNpcs_ChampionsRoom","1","4","2","0","0","0","0","6","low"
"CopycatsHouse1F.asm","partial","map present in event_data dispatch only; no dedicated *_scripts.c owner found","event_data.c","event_map_symbol_exact","kNpcs_CopycatsHouse1F","1","3","3","0","0","0","0","6","low"
"Route11Gate1F.asm","partial","map present in event_data dispatch only; no dedicated *_scripts.c owner found","event_data.c","event_map_symbol_exact","kNpcs_Route11Gate1F","1","5","1","0","0","0","0","6","low"
"Route12Gate1F.asm","partial","map present in event_data dispatch only; no dedicated *_scripts.c owner found","event_data.c","event_map_symbol_exact","kNpcs_Route12Gate1F","1","5","1","0","0","0","0","6","low"
"Route15Gate1F.asm","partial","map present in event_data dispatch only; no dedicated *_scripts.c owner found","event_data.c","event_map_symbol_exact","kNpcs_Route15Gate1F","1","5","1","0","0","0","0","6","low"
"Route18Gate1F.asm","partial","map present in event_data dispatch only; no dedicated *_scripts.c owner found","event_data.c","event_map_symbol_exact","kNpcs_Route18Gate1F","1","5","1","0","0","0","0","6","low"
"SafariZoneGate.asm","partial","map present in event_data dispatch only; no dedicated *_scripts.c owner found","event_data.c","event_map_symbol_exact","kNpcs_SafariZoneGate","1","4","2","0","0","0","0","6","low"
"SaffronPidgeyHouse.asm","partial","map present in event_data dispatch only; no dedicated *_scripts.c owner found","event_data.c","event_map_symbol_exact","kNpcs_SaffronPidgeyHouse","1","2","4","0","0","0","0","6","low"
"SilphCo1F.asm","partial","map present in event_data dispatch only; no dedicated *_scripts.c owner found","event_data.c","event_map_symbol_exact","kNpcs_SilphCo1F","1","5","1","0","0","0","0","6","low"
"ViridianForestNorthGate.asm","partial","map present in event_data dispatch only; no dedicated *_scripts.c owner found","event_data.c","event_map_symbol_exact","kNpcs_ViridianForestNorthGate","1","4","2","0","0","0","0","6","low"
"ViridianForestSouthGate.asm","partial","map present in event_data dispatch only; no dedicated *_scripts.c owner found","event_data.c","event_map_symbol_exact","kNpcs_ViridianForestSouthGate","1","4","2","0","0","0","0","6","low"
"ViridianNicknameHouse.asm","partial","map present in event_data dispatch only; no dedicated *_scripts.c owner found","event_data.c","event_map_symbol_exact","kNpcs_ViridianNicknameHouse","1","2","4","0","0","0","0","6","low"
"AgathasRoom.asm","partial","map present in event_data dispatch only; no dedicated *_scripts.c owner found","event_data.c","event_map_symbol_exact","kNpcs_AgathasRoom","1","4","1","0","0","0","0","5","low"
"BikeShop.asm","partial","map present in event_data dispatch only; no dedicated *_scripts.c owner found","event_data.c","event_map_symbol_exact","kNpcs_BikeShop","1","2","3","0","0","0","0","5","low"
"BluesHouse.asm","partial","map present in event_data dispatch only; no dedicated *_scripts.c owner found","event_data.c","event_map_symbol_exact","kNpcs_BluesHouse","1","2","3","0","0","0","0","5","low"
"BrunosRoom.asm","partial","map present in event_data dispatch only; no dedicated *_scripts.c owner found","event_data.c","event_map_symbol_exact","kNpcs_BrunosRoom","1","4","1","0","0","0","0","5","low"
"CeladonChiefHouse.asm","partial","map present in event_data dispatch only; no dedicated *_scripts.c owner found","event_data.c","event_map_symbol_exact","kNpcs_CeladonChiefHouse","1","2","3","0","0","0","0","5","low"
"CeladonHotel.asm","partial","map present in event_data dispatch only; no dedicated *_scripts.c owner found","event_data.c","event_map_symbol_exact","kNpcs_CeladonHotel","1","2","3","0","0","0","0","5","low"
"CeruleanMart.asm","partial","map present in event_data dispatch only; no dedicated *_scripts.c owner found","event_data.c","event_map_symbol_exact","kNpcs_CeruleanMart","1","2","3","0","0","0","0","5","low"
"CinnabarLabTradeRoom.asm","partial","map present in event_data dispatch only; no dedicated *_scripts.c owner found","event_data.c","event_map_symbol_exact","kNpcs_CinnabarLabTradeRoom","1","2","3","0","0","0","0","5","low"
"FuchsiaBillsGrandpasHouse.asm","partial","map present in event_data dispatch only; no dedicated *_scripts.c owner found","event_data.c","event_map_symbol_exact","kNpcs_FuchsiaBillsGrandpasHouse","1","2","3","0","0","0","0","5","low"
"FuchsiaMart.asm","partial","map present in event_data dispatch only; no dedicated *_scripts.c owner found","event_data.c","event_map_symbol_exact","kNpcs_FuchsiaMart","1","2","3","0","0","0","0","5","low"
"FuchsiaMeetingRoom.asm","partial","map present in event_data dispatch only; no dedicated *_scripts.c owner found","event_data.c","event_map_symbol_exact","kNpcs_FuchsiaMeetingRoom","1","2","3","0","0","0","0","5","low"
"LavenderMart.asm","partial","map present in event_data dispatch only; no dedicated *_scripts.c owner found","event_data.c","event_map_symbol_exact","kNpcs_LavenderMart","1","2","3","0","0","0","0","5","low"
"LoreleisRoom.asm","partial","map present in event_data dispatch only; no dedicated *_scripts.c owner found","event_data.c","event_map_symbol_exact","kNpcs_LoreleisRoom","1","4","1","0","0","0","0","5","low"
"PewterMart.asm","partial","map present in event_data dispatch only; no dedicated *_scripts.c owner found","event_data.c","event_map_symbol_exact","kNpcs_PewterMart","1","2","3","0","0","0","0","5","low"
"PewterNidoranHouse.asm","partial","map present in event_data dispatch only; no dedicated *_scripts.c owner found","event_data.c","event_map_symbol_exact","kNpcs_PewterNidoranHouse","1","2","3","0","0","0","0","5","low"
"PokemonTower7F.asm","partial","map present in event_data dispatch only; no dedicated *_scripts.c owner found","event_data.c","event_map_symbol_exact","kNpcs_PokemonTower7F","1","1","4","0","0","0","0","5","low"
"RedsHouse1F.asm","partial","map present in event_data dispatch only; no dedicated *_scripts.c owner found","event_data.c","event_map_symbol_exact","kNpcs_RedsHouse1F","1","3","1","1","0","0","0","5","low"
"Route11Gate2F.asm","partial","map present in event_data dispatch only; no dedicated *_scripts.c owner found","event_data.c","event_map_symbol_exact","kNpcs_Route11Gate2F","1","1","2","2","0","0","0","5","low"
"Route16Gate2F.asm","partial","map present in event_data dispatch only; no dedicated *_scripts.c owner found","event_data.c","event_map_symbol_exact","kNpcs_Route16Gate2F","1","1","2","2","0","0","0","5","low"
"Route22Gate.asm","partial","covered by grouped script module via explicit asm reference (not one-file-per-map)","event_data.c; gate_scripts.c","event_map_symbol_exact; explicit_scripts_ref","kNpcs_Route22Gate","1","4","1","0","0","0","0","5","low"
"Route5Gate.asm","partial","map present in event_data dispatch only; no dedicated *_scripts.c owner found","event_data.c","event_map_symbol_exact","kNpcs_Route5Gate","1","4","1","0","0","0","0","5","low"
"Route6Gate.asm","partial","map present in event_data dispatch only; no dedicated *_scripts.c owner found","event_data.c","event_map_symbol_exact","kNpcs_Route6Gate","1","4","1","0","0","0","0","5","low"
"Route7Gate.asm","partial","map present in event_data dispatch only; no dedicated *_scripts.c owner found","event_data.c","event_map_symbol_exact","kNpcs_Route7Gate","1","4","1","0","0","0","0","5","low"
"Route8Gate.asm","partial","map present in event_data dispatch only; no dedicated *_scripts.c owner found","event_data.c","event_map_symbol_exact","kNpcs_Route8Gate","1","4","1","0","0","0","0","5","low"
"SafariZoneEastRestHouse.asm","partial","map present in event_data dispatch only; no dedicated *_scripts.c owner found","event_data.c","event_map_symbol_exact","kNpcs_SafariZoneEastRestHouse","1","2","3","0","0","0","0","5","low"
"SafariZoneNorthRestHouse.asm","partial","map present in event_data dispatch only; no dedicated *_scripts.c owner found","event_data.c","event_map_symbol_exact","kNpcs_SafariZoneNorthRestHouse","1","2","3","0","0","0","0","5","low"
"SafariZoneWestRestHouse.asm","partial","map present in event_data dispatch only; no dedicated *_scripts.c owner found","event_data.c","event_map_symbol_exact","kNpcs_SafariZoneWestRestHouse","1","2","3","0","0","0","0","5","low"
"SaffronMart.asm","partial","map present in event_data dispatch only; no dedicated *_scripts.c owner found","event_data.c","event_map_symbol_exact","kNpcs_SaffronMart","1","2","3","0","0","0","0","5","low"
"UndergroundPathRoute7Copy.asm","partial","map present in event_data dispatch only; no dedicated *_scripts.c owner found","event_data.c","event_map_symbol_exact","kNpcs_UndergroundPathRoute7Copy","1","3","2","0","0","0","0","5","low"
"VermilionMart.asm","partial","map present in event_data dispatch only; no dedicated *_scripts.c owner found","event_data.c","event_map_symbol_exact","kNpcs_VermilionMart","1","2","3","0","0","0","0","5","low"
"VermilionPidgeyHouse.asm","partial","map present in event_data dispatch only; no dedicated *_scripts.c owner found","event_data.c","event_map_symbol_exact","kNpcs_VermilionPidgeyHouse","1","2","3","0","0","0","0","5","low"
"CeruleanBadgeHouse.asm","partial","map present in event_data dispatch only; no dedicated *_scripts.c owner found","event_data.c","event_map_symbol_exact","kNpcs_CeruleanBadgeHouse","1","3","1","0","0","0","0","4","low"
"CeruleanTradeHouse.asm","partial","map present in event_data dispatch only; no dedicated *_scripts.c owner found","event_data.c","event_map_symbol_exact","kNpcs_CeruleanTradeHouse","1","2","2","0","0","0","0","4","low"
"CinnabarLabFossilRoom.asm","partial","map present in event_data dispatch only; no dedicated *_scripts.c owner found","event_data.c","event_map_symbol_exact","kNpcs_CinnabarLabFossilRoom","1","2","2","0","0","0","0","4","low"
"DiglettsCaveRoute11.asm","partial","map present in event_data dispatch only; no dedicated *_scripts.c owner found","event_data.c","event_map_symbol_exact","kNpcs_DiglettsCaveRoute11","1","3","1","0","0","0","0","4","low"
"DiglettsCaveRoute2.asm","partial","map present in event_data dispatch only; no dedicated *_scripts.c owner found","event_data.c","event_map_symbol_exact","kNpcs_DiglettsCaveRoute2","1","3","1","0","0","0","0","4","low"
"FuchsiaGoodRodHouse.asm","partial","map present in event_data dispatch only; no dedicated *_scripts.c owner found","event_data.c","event_map_symbol_exact","kNpcs_FuchsiaGoodRodHouse","1","3","1","0","0","0","0","4","low"
"LavenderCuboneHouse.asm","partial","map present in event_data dispatch only; no dedicated *_scripts.c owner found","event_data.c","event_map_symbol_exact","kNpcs_LavenderCuboneHouse","1","2","2","0","0","0","0","4","low"
"PewterSpeechHouse.asm","partial","map present in event_data dispatch only; no dedicated *_scripts.c owner found","event_data.c","event_map_symbol_exact","kNpcs_PewterSpeechHouse","1","2","2","0","0","0","0","4","low"
"PokemonTower2F.asm","partial","map present in event_data dispatch only; no dedicated *_scripts.c owner found","event_data.c","event_map_symbol_exact","kNpcs_PokemonTower2F","1","2","2","0","0","0","0","4","low"
"Route12Gate2F.asm","partial","map present in event_data dispatch only; no dedicated *_scripts.c owner found","event_data.c","event_map_symbol_exact","kNpcs_Route12Gate2F","1","1","1","2","0","0","0","4","low"
"Route16FlyHouse.asm","partial","map present in event_data dispatch only; no dedicated *_scripts.c owner found","event_data.c","event_map_symbol_exact","kNpcs_Route16FlyHouse","1","2","2","0","0","0","0","4","low"
"Route18Gate2F.asm","partial","map present in event_data dispatch only; no dedicated *_scripts.c owner found","event_data.c","event_map_symbol_exact","kNpcs_Route18Gate2F","1","1","1","2","0","0","0","4","low"
"Route2TradeHouse.asm","partial","map present in event_data dispatch only; no dedicated *_scripts.c owner found","event_data.c","event_map_symbol_exact","kNpcs_Route2TradeHouse","1","2","2","0","0","0","0","4","low"
"SafariZoneCenterRestHouse.asm","partial","map present in event_data dispatch only; no dedicated *_scripts.c owner found","event_data.c","event_map_symbol_exact","kNpcs_SafariZoneCenterRestHouse","1","2","2","0","0","0","0","4","low"
"SSAnneCaptainsRoom.asm","partial","covered by grouped script module via explicit asm reference (not one-file-per-map)","event_data.c; ss_anne_scripts.c","event_map_symbol_exact; explicit_scripts_ref","kNpcs_SSAnneCaptainsRoom","1","1","1","2","0","0","0","4","low"
"UndergroundPathRoute5.asm","partial","map present in event_data dispatch only; no dedicated *_scripts.c owner found","event_data.c","event_map_symbol_exact","kNpcs_UndergroundPathRoute5","1","3","1","0","0","0","0","4","low"
"UndergroundPathRoute8.asm","partial","map present in event_data dispatch only; no dedicated *_scripts.c owner found","event_data.c","event_map_symbol_exact","kNpcs_UndergroundPathRoute8","1","3","1","0","0","0","0","4","low"
"ViridianSchoolHouse.asm","partial","map present in event_data dispatch only; no dedicated *_scripts.c owner found","event_data.c","event_map_symbol_exact","kNpcs_ViridianSchoolHouse","1","2","2","0","0","0","0","4","low"
"CeladonMansionRoofHouse.asm","partial","map present in event_data dispatch only; no dedicated *_scripts.c owner found","event_data.c","event_map_symbol_exact","kNpcs_CeladonMansionRoofHouse","1","2","1","0","0","0","0","3","low"
"Daycare.asm","partial","map present in event_data dispatch only; no dedicated *_scripts.c owner found","event_data.c","event_map_symbol_exact","kNpcs_Daycare","1","2","1","0","0","0","0","3","low"
"HallOfFame.asm","partial","map present in event_data dispatch only; no dedicated *_scripts.c owner found","event_data.c","event_map_symbol_exact","kNpcs_HallOfFame","1","2","1","0","0","0","0","3","low"
"MrPsychicsHouse.asm","partial","map present in event_data dispatch only; no dedicated *_scripts.c owner found","event_data.c","event_map_symbol_exact","kNpcs_MrPsychicsHouse","1","2","1","0","0","0","0","3","low"
"NameRatersHouse.asm","partial","map present in event_data dispatch only; no dedicated *_scripts.c owner found","event_data.c","event_map_symbol_exact","kNpcs_NameRatersHouse","1","2","1","0","0","0","0","3","low"
"Route1.asm","partial","map present in event_data dispatch only; no dedicated *_scripts.c owner found","event_data.c","event_map_symbol_exact","kNpcs_Route1","1","0","2","1","0","0","0","3","low"
"Route12SuperRodHouse.asm","partial","map present in event_data dispatch only; no dedicated *_scripts.c owner found","event_data.c","event_map_symbol_exact","kNpcs_Route12SuperRodHouse","1","2","1","0","0","0","0","3","low"
"Route15Gate2F.asm","partial","map present in event_data dispatch only; no dedicated *_scripts.c owner found","event_data.c","event_map_symbol_exact","kNpcs_Route15Gate2F","1","1","1","1","0","0","0","3","low"
"SafariZoneSecretHouse.asm","partial","map present in event_data dispatch only; no dedicated *_scripts.c owner found","event_data.c","event_map_symbol_exact","kNpcs_SafariZoneSecretHouse","1","2","1","0","0","0","0","3","low"
"SSAnne3F.asm","partial","map present in event_data dispatch only; no dedicated *_scripts.c owner found","event_data.c","event_map_symbol_exact","kNpcs_SSAnne3F","1","2","1","0","0","0","0","3","low"
"VermilionOldRodHouse.asm","partial","map present in event_data dispatch only; no dedicated *_scripts.c owner found","event_data.c","event_map_symbol_exact","kNpcs_VermilionOldRodHouse","1","2","1","0","0","0","0","3","low"
"VermilionTradeHouse.asm","partial","map present in event_data dispatch only; no dedicated *_scripts.c owner found","event_data.c","event_map_symbol_exact","kNpcs_VermilionTradeHouse","1","2","1","0","0","0","0","3","low"
"Colosseum.asm","partial","map present in event_data dispatch only; no dedicated *_scripts.c owner found","event_data.c","event_map_symbol_exact","kNpcs_Colosseum","1","0","1","0","0","0","0","1","low"
"TradeCenter.asm","partial","map present in event_data dispatch only; no dedicated *_scripts.c owner found","event_data.c","event_map_symbol_exact","kNpcs_TradeCenter","1","0","1","0","0","0","0","1","low"
"VermilionDock.asm","partial","covered by grouped script module via explicit asm reference (not one-file-per-map)","ss_anne_scripts.c","explicit_scripts_ref","","0","0","0","0","0","0","0","0","low"
